id	type	language	accessRights	institutionID	institutionCode	basisOfRecord	occurrenceID	recordNumber	recordedBy	recordedByID	individualCount	sex	lifeStage	reproductiveCondition	establishmentMeans	occurrenceStatus	preparations	otherCatalogNumbers	occurrenceRemarks	organismRemarks	eventID	parentEventID	eventDate	eventTime	year	month	day	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventRemarks	continent	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	georeferencedBy	verbatimIdentification	identificationQualifier	identifiedBy	identifiedByID	dateIdentified	identificationRemarks	scientificName	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	taxonomicStatus
SDA:ART:PDEM:REG955	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG955	REG955	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_6_TP	SOR_6	2021-05-18	18:00:00	2021	05	18	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2908	2908	2908	GPS		4.7418167	-74.0119361	WGS84	71		4° 44' 30.540" N, 74° 0' 42.970" W	4° 44' 30.540" N	74° 0' 42.970" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 180		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Nosodendridae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Nosodendridae	Animalia	Arthropoda	Insecta	Coleoptera	Nosodendridae					Familia	Morfotipo180.	Erichson, 1846	Escarabajo	Válido
SDA:ART:PDEM:REG956	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG956	REG956	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	10	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_6_TP	SOR_6	2021-05-18	18:00:00	2021	05	18	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2908	2908	2908	GPS		4.7418167	-74.0119361	WGS84	71		4° 44' 30.540" N, 74° 0' 42.970" W	4° 44' 30.540" N	74° 0' 42.970" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 26		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Formicidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae					Familia	Morfotipo26.	Latreille, 1809	Hormiga	Válido
SDA:ART:PDEM:REG957	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG957	REG957	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_3_TP	SOR_3	2021-05-18	17:30:00	2021	05	18	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2887	2887	2887	GPS		4.7410778	-74.0125694	WGS84	71		4° 44' 27.880" N, 74° 0' 45.250" W	4° 44' 27.880" N	74° 0' 45.250" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 45		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Carabidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Carabidae	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae					Familia	Morfotipo45.	Latreille, 1802	Escarabajo de la tierra	Válido
SDA:ART:PDEM:REG958	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG958	REG958	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	19	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_3_TP	SOR_3	2021-05-18	17:30:00	2021	05	18	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2887	2887	2887	GPS		4.7410778	-74.0125694	WGS84	71		4° 44' 27.880" N, 74° 0' 45.250" W	4° 44' 27.880" N	74° 0' 45.250" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 120		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Forficulidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Dermaptera | Forficulidae	Animalia	Arthropoda	Insecta	Dermaptera	Forficulidae					Familia	Morfotipo120.	Stephens, 1829	Tijereta	Válido
SDA:ART:PDEM:REG961	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG961	REG961	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_2_TP	SOR_2	2021-05-18	17:20:00	2021	05	18	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2852	2852	2852	GPS		4.7413583	-74.0137667	WGS84	71		4° 44' 28.890" N, 74° 0' 49.560" W	4° 44' 28.890" N	74° 0' 49.560" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 45		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Carabidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Carabidae	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae					Familia	Morfotipo45.	Latreille, 1802	Escarabajo de la tierra	Válido
SDA:ART:PDEM:REG962	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG962	REG962	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_2_TP	SOR_2	2021-05-18	17:20:00	2021	05	18	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2852	2852	2852	GPS		4.7413583	-74.0137667	WGS84	71		4° 44' 28.890" N, 74° 0' 49.560" W	4° 44' 28.890" N	74° 0' 49.560" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 150	aff. coarctatus	Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de género por dificultad en las determinaciones. Sin embargo puede ser esa especie. Se requiere de un especialista	Uroxys	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Scarabaeidae | Uroxys	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae		Uroxys			Género	Morfotipo150.	Westwood, 1842	Escarabajo Coprófago	Válido
SDA:ART:PDEM:REG963	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG963	REG963	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_2_TP	SOR_2	2021-05-18	17:20:00	2021	05	18	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2852	2852	2852	GPS		4.7413583	-74.0137667	WGS84	71		4° 44' 28.890" N, 74° 0' 49.560" W	4° 44' 28.890" N	74° 0' 49.560" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 46		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Staphylinidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Staphylinidae	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae					Familia	Morfotipo46.	Latreille, 1802	Escarabajo vagabundo	Válido
SDA:ART:PDEM:REG964	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG964	REG964	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_2_TP	SOR_2	2021-05-18	17:20:00	2021	05	18	Arbustales	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2852	2852	2852	GPS		4.7413583	-74.0137667	WGS84	71		4° 44' 28.890" N, 74° 0' 49.560" W	4° 44' 28.890" N	74° 0' 49.560" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 120		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Forficulidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Dermaptera | Forficulidae	Animalia	Arthropoda	Insecta	Dermaptera	Forficulidae					Familia	Morfotipo120.	Stephens, 1829	Tijereta	Válido
SDA:ART:PDEM:REG1025	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1025	REG1025	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	19	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_1_TP	SOR_1	2021-05-18	18:00:00	2021	05	18	Pastos	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2846	2846	2846	GPS		4.7424667	-74.0140472	WGS84	71		4° 44' 32.880" N, 74° 0' 50.570" W	4° 44' 32.880" N	74° 0' 50.570" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 26		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Formicidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae					Familia	Morfotipo26.	Latreille, 1809	Hormiga	Válido
SDA:ART:PDEM:REG1026	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1026	REG1026	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	7	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_5_TP	SOR_5	2021-05-18	19:00:00	2021	05	18	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2929	2929	2929	GPS		4.7409528	-74.0115667	WGS84	71		4° 44' 27.430" N, 74° 0' 41.640" W	4° 44' 27.430" N	74° 0' 41.640" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 644		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-04-01/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Philosciidae	Animalia | Arthropoda | Crustaceae | Malacostraca | Eumalacostraca | Isopoda | Philosciidae	Animalia	Arthropoda	Malacostraca	Isopoda	Philosciidae					Familia	Morfotipo644.	Brandt, 1831	Cochinilla	Válido
SDA:ART:PDEM:REG1027	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1027	REG1027	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_5_TP	SOR_5	2021-05-18	19:00:00	2021	05	18	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2929	2929	2929	GPS		4.7409528	-74.0115667	WGS84	71		4° 44' 27.430" N, 74° 0' 41.640" W	4° 44' 27.430" N	74° 0' 41.640" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 120		Cristian Camilo Gonzalez Aguas | Maria del Pilar Urrego Salinas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/ | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Forficulidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Dermaptera | Forficulidae	Animalia	Arthropoda	Insecta	Dermaptera	Forficulidae					Familia	Morfotipo120.	Stephens, 1829	Tijereta	Válido
SDA:ART:PDEM:REG1028	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1028	REG1028	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	7	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_5_TP	SOR_5	2021-05-18	19:00:00	2021	05	18	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2929	2929	2929	GPS		4.7409528	-74.0115667	WGS84	71		4° 44' 27.430" N, 74° 0' 41.640" W	4° 44' 27.430" N	74° 0' 41.640" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 26		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Formicidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Hymenoptera | Formicidae	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae					Familia	Morfotipo26.	Latreille, 1809	Hormiga	Válido
SDA:ART:PDEM:REG1029	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1029	REG1029	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_5_TP	SOR_5	2021-05-18	19:00:00	2021	05	18	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2929	2929	2929	GPS		4.7409528	-74.0115667	WGS84	71		4° 44' 27.430" N, 74° 0' 41.640" W	4° 44' 27.430" N	74° 0' 41.640" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 430		Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	https://orcid.org/0000-0003-0586-0838 | https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Ripipterygidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Orthoptera | Ripipterygidae	Animalia	Arthropoda	Insecta	Orthoptera	Ripipterygidae					Familia	Morfotipo430.	Ander, 1939	Chapulines del lodo	Válido
SDA:ART:PDEM:REG1030	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1030	REG1030	Maria del Pilar Urrego Salinas	https://orcid.org/0000-0003-0586-0838	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_5_TP	SOR_5	2021-05-18	19:00:00	2021	05	18	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2929	2929	2929	GPS		4.7409528	-74.0115667	WGS84	71		4° 44' 27.430" N, 74° 0' 41.640" W	4° 44' 27.430" N	74° 0' 41.640" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 46		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Staphylinidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Staphylinidae	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae					Familia	Morfotipo46.	Latreille, 1802	Escarabajo vagabundo	Válido
SDA:ART:PDEM:REG1031	Event	es	Solo para uso no comercial	899.999.061-9	Secretaría Distrital de Ambiente (SDA)	HumanObservation	SDA:ART:PDEM:REG1031	REG1031	Cristian Camilo Gonzalez Aguas	https://www.linkedin.com/in/cristian-camilo-gonzalez-aguas/	1	Desconocido	Adulto	No reproductiva		present	Colecta definitiva: Animal completo (ETOH)				SOR_5_TP	SOR_5	2021-05-18	19:00:00	2021	05	18	Bosque	Trampas de caída “Pitfall	5	Trampas de caida	Transecto de 8 metros con 5 trampas de caida	Soleado	América del Sur	Colombia	CO	Bogotá, D.C.	Bogotá, D.C.	Bogotá, Distrito Capital	Parque Ecológico Distrital de Montaña Soratama	PDEM Soratama	2929	2929	2929	GPS		4.7409528	-74.0115667	WGS84	71		4° 44' 27.430" N, 74° 0' 41.640" W	4° 44' 27.430" N	74° 0' 41.640" W	Grados, minutos, segundos	WGS84	Maria del Pilar Urrego Salinas | Cristian Camilo Gonzalez Aguas	MF 278		Jorge Humberto Garcia Concha | Maria del Pilar Urrego Salinas	https://www.linkedin.com/mwlite/in/jorge-humberto-garcia-concha-2a98351b2 | https://orcid.org/0000-0003-0586-0838	2021-05-08/2022-09-30	A nivel de familia por dificultad en las determinaciones. Se requiere de un especialista	Carabidae	Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Carabidae	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae					Familia	Morfotipo278.	Linnaeus, 1758	Escarabajo de la tierra	Válido
